Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,GDP,Status,Status_Encoded
Single,2nd phase - general contingent,4,Journalism and Communication,Daytime,Secondary education,121,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,120,Yes,Yes,Yes,Male,Yes,19,6,6,6,13,0,0,6,6,6,13,0,3,Un-Dropout,1
Single,2nd phase - general contingent,4,Nursing,Daytime,Secondary education,150,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,130,No,No,Yes,Male,Yes,22,7,7,7,14,0,0,8,9,8,15,0,0,Un-Dropout,1
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,120,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",117,No,No,Yes,Male,No,33,6,8,6,12,0,0,6,6,6,11,0,1,Un-Dropout,1
Single,1st phase - general contingent,6,Basic Education,Daytime,Secondary education,114,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,110,Yes,No,Yes,Male,No,20,6,8,5,12,0,0,6,7,5,12,0,1,Dropout,0
Single,Over 23 years old,1,Management (evening attendance),Evening,Higher education - bachelor's degree,140,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,155,Yes,No,Yes,Male,No,35,1,1,0,0,1,0,5,0,0,0,0,1,Dropout,0
Single,Over 23 years old,1,Agronomy,Daytime,Higher education - master's,160,Higher Education - Degree,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,180,No,Yes,Yes,Male,No,24,12,17,6,12,0,7,12,14,10,13,0,1,Dropout,0
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,120,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,125,No,No,Yes,Male,No,18,5,6,5,12,0,0,5,8,3,11,0,-1,Un-Dropout,1
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,130,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",110,Yes,No,Yes,Female,No,33,6,7,6,11,0,0,6,11,5,11,0,-3,Un-Dropout,1
Single,Transfer,1,Nursing,Daytime,Secondary education,160,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",161,Yes,No,Yes,Female,Yes,22,8,8,7,13,0,0,8,8,7,13,0,1,Un-Dropout,1
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,120,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",100,No,No,Yes,Female,Yes,25,5,7,4,10,0,0,5,7,5,11,0,-3,Un-Dropout,1
Single,2nd phase - general contingent,1,Communication Design,Daytime,Secondary education,124,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Student,117,Yes,No,Yes,Male,No,20,6,9,6,10,1,0,6,6,5,11,0,0,Un-Dropout,1
Single,1st phase - general contingent,6,Management,Daytime,Secondary education,143,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,128,Yes,No,Yes,Male,No,23,5,6,4,14,0,0,5,5,5,13,0,2,Un-Dropout,1
Single,Change of course,2,Informatics Engineering,Daytime,Secondary education,115,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",112,Yes,Yes,Yes,Male,No,18,5,9,2,10,0,0,5,9,0,0,0,-4,Un-Dropout,1
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,133,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,100,No,No,Yes,Male,No,24,7,18,0,0,0,0,7,7,0,0,0,0,Dropout,0
Single,2nd phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,133,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,105,Yes,No,No,Female,No,21,6,6,6,14,0,0,6,6,6,13,0,3,Un-Dropout,1
Single,International student (bachelor),1,Equinculture,Daytime,Secondary education,133,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,100,No,No,Yes,Female,No,26,6,7,2,12,1,0,6,6,0,0,0,3,Dropout,0
Married,Over 23 years old,1,Basic Education,Daytime,11th year of schooling - not completed,133,Basic education 1st cycle (4th/5th year) or equiv.,Unknown,Student,Student,115,No,No,Yes,Female,No,39,6,12,3,12,0,0,6,14,0,0,1,0,Dropout,0
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,133,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,114,No,No,Yes,Female,No,44,8,11,8,11,0,0,6,7,6,12,0,-1,Un-Dropout,1
Single,International student (bachelor),1,Informatics Engineering,Daytime,Secondary education,130,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,137,Yes,No,Yes,Male,No,19,5,9,5,14,0,0,5,11,3,13,0,0,Un-Dropout,1
Single,1st phase - general contingent,5,Journalism and Communication,Daytime,Secondary education,135,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124,Yes,No,Yes,Female,No,18,6,6,6,13,0,0,6,6,6,13,0,3,Un-Dropout,1
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,132,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120,Yes,No,Yes,Female,Yes,18,7,7,7,13,0,0,8,9,8,14,0,1,Un-Dropout,1
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,135,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",134,Yes,No,Yes,Female,No,19,5,7,5,14,2,0,5,7,5,13,0,-1,Un-Dropout,1
Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,115,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,111,Yes,Yes,No,Female,No,19,7,10,4,11,0,0,7,7,0,0,0,0,Dropout,0
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,130,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128,No,No,Yes,Female,No,21,10,12,8,12,0,4,9,14,5,13,0,3,Dropout,0
Single,1st phase - general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,133,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,110,Yes,No,Yes,Female,No,20,0,0,0,0,0,0,0,0,0,0,0,0,Un-Dropout,1
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,130,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",113,Yes,No,Yes,Female,No,36,6,0,0,0,0,0,6,0,0,0,0,-3,Dropout,0
Divorced,Over 23 years old,1,Agronomy,Daytime,Other - 11th year of schooling,133,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",160,No,No,Yes,Female,No,43,18,19,18,14,0,10,13,14,13,14,1,-4,Un-Dropout,1
Single,3rd phase - general contingent,1,Basic Education,Daytime,Secondary education,123,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",117,Yes,No,Yes,Female,No,19,6,0,0,0,0,0,6,0,0,0,0,2,Dropout,0
Single,Change of institution/course,1,Communication Design,Daytime,Secondary education,130,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,122,No,Yes,Yes,Female,No,20,10,12,10,13,0,5,11,11,11,12,0,2,Un-Dropout,1
Single,1st phase - general contingent,2,Social Service,Daytime,Secondary education,122,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",118,Yes,No,Yes,Female,No,19,6,0,0,0,0,0,6,0,0,0,0,0,Dropout,0
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,113,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,106,Yes,No,Yes,Female,No,20,6,15,4,14,0,0,6,17,4,13,0,-4,Dropout,0
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,111,Higher Education - Degree,Higher Education - Master's,Administrative staff,Intermediate Level Technicians and Professions,108,Yes,No,Yes,Female,No,20,7,9,6,13,0,0,7,10,5,12,0,1,Dropout,0
Single,2nd phase - general contingent,2,Basic Education,Daytime,Secondary education,133,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,107,Yes,No,Yes,Female,No,20,7,12,6,11,0,0,7,10,3,13,0,0,Un-Dropout,1
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,142,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",136,Yes,No,Yes,Female,No,18,6,8,6,13,0,0,6,6,6,15,0,0,Un-Dropout,1
Single,2nd phase - general contingent,2,Management,Daytime,Secondary education,123,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",115,Yes,No,Yes,Female,Yes,18,5,9,3,13,0,0,5,11,3,11,0,3,Un-Dropout,1
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,131,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,139,Yes,No,Yes,Female,No,19,5,6,5,13,0,0,5,5,5,12,0,1,Un-Dropout,1
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,158,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",157,Yes,No,Yes,Female,No,18,6,6,6,12,0,0,6,7,6,12,0,1,Un-Dropout,1
Single,2nd phase - general contingent,2,Nursing,Daytime,Secondary education,122,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,131,Yes,No,Yes,Female,No,18,7,7,6,12,1,0,7,7,6,12,1,0,Dropout,0
Single,Change of course,1,Nursing,Daytime,Secondary education,130,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",100,No,No,Yes,Female,No,20,7,11,6,11,0,0,7,7,7,13,0,0,Un-Dropout,1
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,154,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",140,Yes,No,Yes,Female,Yes,20,6,13,2,10,0,0,6,12,4,10,0,0,Un-Dropout,1
Single,2nd phase - general contingent,1,Management,Daytime,Secondary education,120,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,113,No,No,Yes,Female,No,20,5,11,3,10,0,0,5,10,3,10,0,1,Un-Dropout,1
Single,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary education,140,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",137,No,No,Yes,Female,No,18,5,12,5,13,2,0,5,6,5,11,0,-3,Un-Dropout,1
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,127,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",121,No,No,Yes,Female,No,18,5,5,5,12,0,0,5,5,5,14,0,2,Un-Dropout,1
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,133,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",131,Yes,No,Yes,Female,No,21,6,12,3,11,0,0,6,12,2,11,0,-3,Dropout,0
Single,1st phase - general contingent,2,Management,Daytime,Secondary education,120,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",118,Yes,No,Yes,Female,No,19,5,8,5,10,0,0,5,9,4,11,2,0,Un-Dropout,1
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,137,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,122,No,No,Yes,Female,No,19,0,0,0,0,0,0,0,0,0,0,0,1,Dropout,0
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,131,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,127,No,No,Yes,Female,Yes,19,5,5,5,12,0,0,5,5,5,14,0,-3,Un-Dropout,1
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,130,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",121,Yes,No,Yes,Female,No,19,6,15,6,14,0,0,6,13,6,12,0,-4,Un-Dropout,1
Single,2nd phase - general contingent,6,Oral Hygiene,Daytime,Secondary education,122,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",117,Yes,No,Yes,Female,No,19,7,12,5,12,0,0,7,0,0,0,0,0,Dropout,0
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,160,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,160,Yes,No,Yes,Female,No,20,6,7,6,14,0,1,6,17,5,13,0,1,Un-Dropout,1
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,146,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,145,Yes,No,Yes,Female,Yes,18,6,8,5,12,0,0,6,7,5,13,0,-3,Un-Dropout,1
Single,2nd phase - general contingent,3,Social Service,Daytime,Secondary education,131,Secondary Education - 12th Year of Schooling or Eq.,Technological specialization course,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,122,Yes,No,Yes,Female,No,18,6,7,6,13,0,0,6,6,6,13,0,1,Un-Dropout,1
Single,2nd phase - general contingent,6,Nursing,Daytime,Secondary education,132,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Installation and Machine Operators and Assembly Workers,Unskilled Workers,128,Yes,No,Yes,Female,No,19,7,7,7,13,0,0,8,9,8,15,0,1,Un-Dropout,1
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,138,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,124,Yes,No,Yes,Female,Yes,18,7,9,7,13,0,0,8,9,7,13,0,0,Dropout,0
Single,2nd phase - general contingent,2,Communication Design,Daytime,Secondary education,130,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,123,Yes,No,Yes,Female,No,18,6,6,6,12,0,0,6,6,6,13,0,0,Un-Dropout,1
